,date,UNH,overlap,JNJ,PFE,TMO,ABT,ABBV,LLY,DHR,MRK,MDT
268,2017-10-12,38.0,,18.0,28.0,58.0,65.0,17.0,29.0,63.0,14.0,41.0
269,2017-10-13,47.0,,20.0,7.0,18.0,60.0,9.0,35.0,47.0,12.0,71.0
270,2017-10-14,62.0,,5.0,20.0,28.0,58.0,0.0,25.0,14.0,9.0,33.0
271,2017-10-15,51.0,,10.0,16.0,22.0,51.0,3.0,32.0,19.0,4.0,18.0
272,2017-10-16,48.0,,23.0,31.0,30.0,100.0,0.0,66.0,57.0,12.0,58.0
273,2017-10-17,78.0,,28.0,26.0,19.0,36.0,5.0,22.0,28.0,5.0,42.0
274,2017-10-18,39.0,,28.0,33.0,24.0,56.0,16.0,33.0,61.0,10.0,58.0
275,2017-10-19,51.0,,23.0,20.0,36.0,70.0,6.0,46.0,50.0,3.0,71.0
276,2017-10-20,33.0,,20.0,19.0,22.0,85.0,18.0,12.0,65.0,4.0,43.0
277,2017-10-21,43.0,,5.0,13.0,20.0,43.0,0.0,13.0,23.0,6.0,23.0
278,2017-10-22,36.0,,11.0,15.0,9.0,59.0,3.0,6.0,27.0,4.0,20.0
279,2017-10-23,36.0,,23.0,24.0,28.0,68.0,5.0,11.0,32.0,13.0,71.0
280,2017-10-24,58.0,,20.0,33.0,22.0,57.0,5.0,38.0,68.0,7.0,60.0
281,2017-10-25,28.0,,20.0,33.0,33.0,60.0,8.0,33.0,76.0,20.0,71.0
282,2017-10-26,50.0,,12.0,20.0,25.0,54.0,14.0,50.0,58.0,9.0,43.0
283,2017-10-27,42.0,,22.0,16.0,18.0,77.0,23.0,35.0,42.0,9.0,56.0
284,2017-10-28,48.0,,5.0,8.0,26.0,48.0,0.0,26.0,23.0,13.0,26.0
285,2017-10-29,46.0,,6.0,10.0,15.0,51.0,0.0,31.0,45.0,1.0,35.0
286,2017-10-30,46.0,,13.0,20.0,23.0,56.0,3.0,28.0,28.0,24.0,54.0
287,2017-10-31,54.0,,13.0,34.0,27.0,60.0,11.0,22.0,54.0,12.0,55.0
288,2017-11-01,45.0,,12.0,20.0,29.0,50.0,6.0,23.0,42.0,14.0,67.0
289,2017-11-02,60.0,,16.0,18.0,17.0,54.0,11.0,28.0,45.0,10.0,73.0
290,2017-11-03,55.0,,14.0,20.0,27.0,72.0,8.0,12.0,75.0,10.0,27.0
291,2017-11-04,43.0,,10.0,5.0,28.0,49.0,6.0,6.0,27.0,14.0,22.0
292,2017-11-05,30.0,,2.0,15.0,4.0,53.0,0.0,6.0,35.0,6.0,44.0
293,2017-11-06,49.0,,15.0,26.0,20.0,84.0,3.0,16.0,40.0,9.0,57.0
294,2017-11-07,36.0,,14.0,26.0,26.0,65.0,0.0,37.0,91.0,12.0,56.0
295,2017-11-08,41.0,,15.0,16.0,33.0,61.0,14.0,16.0,80.0,12.0,53.0
296,2017-11-09,55.0,,14.0,27.0,26.0,52.0,3.0,11.0,32.0,9.0,54.0
297,2017-11-10,49.0,,9.0,11.0,29.0,57.0,11.0,22.0,41.0,8.0,30.0
298,2017-11-11,52.0,,10.0,8.0,18.0,52.0,0.0,37.0,14.0,7.0,31.0
299,2017-11-12,47.0,,2.0,5.0,7.0,50.0,0.0,24.0,22.0,7.0,24.0
300,2017-11-13,57.0,,9.0,23.0,24.0,52.0,11.0,37.0,43.0,12.0,39.0
301,2017-11-14,45.0,,13.0,24.0,34.0,62.0,8.0,37.0,56.0,6.0,48.0
302,2017-11-15,32.0,1.0,9.0,17.0,25.0,61.0,8.0,32.0,30.0,16.0,41.0
303,2017-11-16,44.0,1.0,8.0,20.0,21.0,76.0,5.0,35.0,48.0,12.0,40.0
304,2017-11-17,43.0,1.0,13.0,15.0,35.0,59.0,3.0,36.0,46.0,8.0,32.0
305,2017-11-18,44.0,1.0,6.0,13.0,23.0,54.0,6.0,37.0,39.0,9.0,26.0
306,2017-11-19,48.0,1.0,6.0,3.0,15.0,42.0,0.0,19.0,31.0,11.0,15.0
307,2017-11-20,38.0,1.0,12.0,15.0,15.0,57.0,11.0,35.0,56.0,15.0,53.0
308,2017-11-21,30.0,1.0,8.0,15.0,19.0,65.0,4.0,35.0,48.0,5.0,33.0
309,2017-11-22,21.0,1.0,17.0,16.0,25.0,57.0,7.0,16.0,50.0,8.0,53.0
310,2017-11-23,14.0,1.0,6.0,16.0,20.0,60.0,0.0,7.0,19.0,6.0,29.0
311,2017-11-24,16.0,1.0,10.0,20.0,16.0,63.0,3.0,32.0,28.0,8.0,36.0
312,2017-11-25,57.0,1.0,8.0,9.0,24.0,62.0,3.0,13.0,14.0,6.0,28.0
313,2017-11-26,34.0,1.0,4.0,5.0,19.0,58.0,3.0,19.0,22.0,5.0,30.0
314,2017-11-27,70.0,1.0,15.0,25.0,24.0,68.0,8.0,11.0,47.0,11.0,55.0
315,2017-11-28,53.0,1.0,19.0,15.0,22.0,73.0,9.0,26.0,51.0,11.0,62.0
316,2017-11-29,51.0,1.0,18.0,20.0,12.0,54.0,7.0,20.0,62.0,10.0,48.0
317,2017-11-30,48.0,1.0,18.0,16.0,19.0,57.0,5.0,21.0,45.0,9.0,34.0
318,2017-12-01,48.0,1.0,22.0,20.0,35.0,74.0,4.0,36.0,61.0,13.0,59.0
319,2017-12-02,59.0,1.0,5.0,11.0,20.0,58.0,5.0,13.0,27.0,9.0,25.0
320,2017-12-03,61.0,1.0,6.0,10.0,15.0,65.0,0.0,30.0,27.0,6.0,29.0
321,2017-12-04,42.0,1.0,10.0,10.0,31.0,59.0,4.0,39.0,48.0,12.0,32.0
322,2017-12-05,56.0,1.0,13.0,27.0,23.0,62.0,8.0,23.0,39.0,7.0,62.0
323,2017-12-06,38.0,1.0,16.0,12.0,19.0,44.0,21.0,9.0,46.0,16.0,26.0
324,2017-12-07,50.0,1.0,26.0,25.0,22.0,60.0,7.0,36.0,56.0,8.0,53.0
325,2017-12-08,34.0,1.0,12.0,14.0,21.0,55.0,10.0,9.0,64.0,7.0,43.0
326,2017-12-09,74.0,1.0,5.0,8.0,14.0,51.0,3.0,35.0,26.0,9.0,23.0
327,2017-12-10,31.0,1.0,7.0,10.0,14.0,49.0,6.0,23.0,16.0,6.0,17.0
328,2017-12-11,47.0,1.0,13.0,17.0,16.0,83.0,8.0,48.0,51.0,12.0,40.0
329,2017-12-12,32.0,1.0,20.0,29.0,21.0,57.0,19.0,27.0,54.0,10.0,55.0
330,2017-12-13,37.0,1.0,16.0,28.0,20.0,45.0,9.0,39.0,38.0,14.0,44.0
331,2017-12-14,35.0,1.0,17.0,32.0,22.0,51.0,12.0,34.0,25.0,11.0,41.0
332,2017-12-15,34.0,1.0,18.0,22.0,11.0,74.0,16.0,60.0,34.0,13.0,43.0
333,2017-12-16,21.0,1.0,3.0,10.0,11.0,51.0,9.0,14.0,26.0,8.0,32.0
334,2017-12-17,18.0,1.0,6.0,4.0,11.0,51.0,2.0,21.0,18.0,7.0,20.0
335,2017-12-18,29.0,1.0,15.0,24.0,20.0,53.0,12.0,35.0,41.0,9.0,39.0
336,2017-12-19,33.0,1.0,16.0,27.0,16.0,61.0,8.0,21.0,43.0,10.0,52.0
337,2017-12-20,36.0,1.0,12.0,20.0,24.0,57.0,11.0,22.0,38.0,8.0,56.0
338,2017-12-21,27.0,1.0,15.0,23.0,24.0,51.0,9.0,35.0,43.0,13.0,43.0
339,2017-12-22,28.0,1.0,7.0,24.0,15.0,63.0,8.0,36.0,21.0,11.0,39.0
340,2017-12-23,11.0,1.0,10.0,9.0,11.0,52.0,5.0,21.0,37.0,10.0,20.0
341,2017-12-24,11.0,1.0,4.0,2.0,19.0,77.0,2.0,11.0,13.0,5.0,31.0
342,2017-12-25,16.0,1.0,8.0,8.0,22.0,56.0,2.0,35.0,23.0,10.0,16.0
343,2017-12-26,20.0,1.0,8.0,14.0,19.0,63.0,6.0,40.0,70.0,9.0,26.0
344,2017-12-27,21.0,1.0,18.0,25.0,17.0,59.0,3.0,43.0,50.0,14.0,29.0
345,2017-12-28,27.0,1.0,14.0,19.0,19.0,57.0,16.0,28.0,32.0,15.0,40.0
346,2017-12-29,16.0,1.0,12.0,10.0,19.0,67.0,4.0,16.0,48.0,8.0,53.0
347,2017-12-30,13.0,1.0,6.0,5.0,11.0,59.0,5.0,26.0,9.0,9.0,35.0
348,2017-12-31,9.0,1.0,5.0,5.0,3.0,44.0,2.0,27.0,15.0,6.0,17.0
349,2018-01-01,24.0,1.0,3.0,5.0,11.0,56.0,0.0,25.0,15.0,8.0,24.0
350,2018-01-02,33.0,1.0,19.0,16.0,29.0,61.0,14.0,47.0,75.0,16.0,50.0
351,2018-01-03,37.0,1.0,20.0,17.0,20.0,51.0,7.0,21.0,46.0,12.0,47.0
352,2018-01-04,21.0,1.0,19.0,25.0,30.0,62.0,11.0,43.0,58.0,9.0,45.0
353,2018-01-05,38.0,1.0,21.0,27.0,14.0,64.0,18.0,15.0,51.0,11.0,36.0
354,2018-01-06,23.0,1.0,10.0,12.0,13.0,63.0,9.0,40.0,34.0,9.0,30.0
355,2018-01-07,22.0,1.0,8.0,13.0,17.0,52.0,9.0,29.0,53.0,8.0,40.0
356,2018-01-08,39.0,1.0,15.0,29.0,23.0,56.0,7.0,28.0,71.0,14.0,47.0
357,2018-01-09,29.0,1.0,21.0,28.0,34.0,67.0,9.0,33.0,43.0,8.0,48.0
358,2018-01-10,33.0,1.0,27.0,22.0,23.0,60.0,16.0,35.0,65.0,9.0,64.0
359,2018-01-11,27.0,1.0,18.0,22.0,29.0,61.0,8.0,32.0,67.0,9.0,52.0
360,2018-01-12,34.0,1.0,16.0,20.0,18.0,69.0,12.0,35.0,64.0,17.0,47.0
361,2018-01-13,28.0,1.0,10.0,17.0,12.0,74.0,2.0,46.0,36.0,13.0,37.0
362,2018-01-14,29.0,1.0,8.0,12.0,19.0,64.0,2.0,22.0,50.0,15.0,27.0
363,2018-01-15,31.0,1.0,19.0,12.0,16.0,54.0,5.0,15.0,36.0,14.0,46.0
364,2018-01-16,48.0,1.0,20.0,27.0,24.0,85.0,8.0,52.0,64.0,17.0,54.0
365,2018-01-17,45.0,1.0,23.0,31.0,18.0,56.0,13.0,54.0,37.0,12.0,42.0
366,2018-01-18,42.0,1.0,16.0,35.0,23.0,65.0,15.0,35.0,46.0,9.0,52.0
367,2018-01-19,29.0,1.0,25.0,20.0,15.0,60.0,6.0,17.0,49.0,12.0,32.0
368,2018-01-20,25.0,1.0,14.0,9.0,9.0,41.0,6.0,32.0,20.0,7.0,28.0
369,2018-01-21,28.0,1.0,5.0,4.0,12.0,79.0,3.0,7.0,39.0,11.0,28.0
370,2018-01-22,51.0,1.0,18.0,23.0,27.0,59.0,15.0,57.0,58.0,11.0,44.0
371,2018-01-23,67.0,1.0,49.0,25.0,19.0,81.0,12.0,16.0,59.0,12.0,60.0
372,2018-01-24,50.0,1.0,38.0,30.0,11.0,83.0,9.0,23.0,52.0,9.0,51.0
373,2018-01-25,50.0,1.0,26.0,16.0,28.0,86.0,7.0,14.0,52.0,9.0,45.0
374,2018-01-26,36.0,1.0,24.0,33.0,25.0,83.0,44.0,29.0,74.0,11.0,43.0
375,2018-01-27,35.0,1.0,7.0,6.0,15.0,68.0,32.0,56.0,27.0,8.0,20.0
376,2018-01-28,27.0,1.0,5.0,9.0,14.0,81.0,12.0,33.0,22.0,8.0,31.0
377,2018-01-29,46.0,1.0,21.0,34.0,16.0,76.0,22.0,31.0,54.0,10.0,51.0
378,2018-01-30,59.0,1.0,23.0,48.0,23.0,90.0,24.0,28.0,43.0,19.0,53.0
379,2018-01-31,47.0,1.0,24.0,26.0,30.0,61.0,19.0,34.0,50.0,16.0,58.0
380,2018-02-01,32.0,1.0,23.0,26.0,30.0,78.0,26.0,23.0,56.0,11.0,42.0
381,2018-02-02,44.0,1.0,24.0,27.0,32.0,76.0,11.0,28.0,49.0,14.0,39.0
382,2018-02-03,40.0,1.0,10.0,6.0,25.0,57.0,2.0,20.0,13.0,7.0,37.0
383,2018-02-04,15.0,1.0,9.0,8.0,28.0,66.0,4.0,36.0,35.0,7.0,37.0
384,2018-02-05,46.0,1.0,31.0,26.0,22.0,50.0,13.0,37.0,46.0,11.0,35.0
385,2018-02-06,45.0,1.0,41.0,29.0,32.0,67.0,21.0,56.0,67.0,14.0,55.0
386,2018-02-07,37.0,1.0,25.0,30.0,15.0,53.0,14.0,36.0,48.0,12.0,38.0
387,2018-02-08,34.0,1.0,28.0,37.0,20.0,66.0,8.0,32.0,37.0,5.0,62.0
388,2018-02-09,43.0,1.0,31.0,20.0,23.0,63.0,14.0,27.0,51.0,13.0,46.0
389,2018-02-10,28.0,1.0,10.0,14.0,40.0,66.0,9.0,26.0,60.0,9.0,22.0
390,2018-02-11,30.0,1.0,10.0,7.0,29.0,47.0,3.0,41.0,15.0,5.0,29.0
391,2018-02-12,42.0,1.0,26.0,25.0,32.0,68.0,11.0,47.0,67.0,12.0,34.0
392,2018-02-13,42.0,1.0,22.0,22.0,29.0,57.0,12.0,35.0,49.0,7.0,47.0
393,2018-02-14,40.0,1.0,27.0,35.0,17.0,60.0,14.0,20.0,41.0,10.0,54.0
394,2018-02-15,37.0,1.0,25.0,27.0,17.0,53.0,20.0,23.0,52.0,12.0,71.0
395,2018-02-16,28.0,1.0,24.0,19.0,20.0,73.0,11.0,12.0,57.0,10.0,65.0
396,2018-02-17,22.0,1.0,6.0,15.0,13.0,62.0,2.0,30.0,16.0,9.0,35.0
397,2018-02-18,29.0,1.0,6.0,8.0,9.0,49.0,3.0,23.0,26.0,8.0,33.0
398,2018-02-19,43.0,1.0,10.0,20.0,12.0,60.0,7.0,20.0,37.0,11.0,49.0
399,2018-02-20,41.0,1.0,29.0,26.0,24.0,61.0,14.0,39.0,35.0,9.0,47.0
400,2018-02-21,41.0,1.0,20.0,30.0,14.0,58.0,17.0,26.0,53.0,9.0,45.0
401,2018-02-22,44.0,1.0,25.0,26.0,19.0,73.0,18.0,50.0,44.0,9.0,52.0
402,2018-02-23,35.0,1.0,22.0,24.0,34.0,79.0,16.0,51.0,46.0,12.0,36.0
403,2018-02-24,25.0,,9.0,17.0,39.0,70.0,3.0,42.0,18.0,6.0,29.0
404,2018-02-25,31.0,,5.0,8.0,5.0,83.0,6.0,35.0,9.0,7.0,26.0
405,2018-02-26,43.0,,21.0,31.0,20.0,94.0,18.0,24.0,50.0,5.0,33.0
406,2018-02-27,31.0,,13.0,19.0,36.0,67.0,15.0,25.0,46.0,10.0,60.0
407,2018-02-28,29.0,,20.0,17.0,22.0,66.0,5.0,30.0,64.0,5.0,39.0
408,2018-03-01,47.0,,29.0,21.0,47.0,49.0,10.0,37.0,61.0,9.0,51.0
409,2018-03-02,49.0,,20.0,19.0,17.0,86.0,22.0,51.0,41.0,7.0,48.0
410,2018-03-03,31.0,,7.0,12.0,20.0,77.0,3.0,28.0,17.0,7.0,23.0
411,2018-03-04,23.0,,9.0,3.0,23.0,78.0,3.0,20.0,13.0,11.0,30.0
412,2018-03-05,33.0,,20.0,19.0,20.0,80.0,7.0,42.0,49.0,9.0,30.0
413,2018-03-06,33.0,,17.0,27.0,20.0,56.0,13.0,37.0,100.0,3.0,25.0
414,2018-03-07,52.0,,20.0,16.0,15.0,66.0,5.0,49.0,58.0,10.0,48.0
415,2018-03-08,41.0,,19.0,18.0,16.0,88.0,21.0,25.0,58.0,16.0,54.0
416,2018-03-09,25.0,,9.0,24.0,45.0,80.0,11.0,45.0,57.0,22.0,44.0
417,2018-03-10,19.0,,8.0,14.0,10.0,55.0,0.0,35.0,27.0,6.0,12.0
418,2018-03-11,10.0,,6.0,12.0,13.0,57.0,0.0,28.0,26.0,6.0,21.0
419,2018-03-12,18.0,,19.0,20.0,35.0,64.0,15.0,29.0,57.0,6.0,65.0
420,2018-03-13,27.0,,19.0,15.0,11.0,84.0,10.0,30.0,50.0,20.0,70.0
421,2018-03-14,16.0,,18.0,14.0,22.0,48.0,13.0,37.0,85.0,12.0,47.0
422,2018-03-15,23.0,,17.0,21.0,32.0,52.0,8.0,12.0,70.0,12.0,61.0
423,2018-03-16,29.0,,16.0,22.0,35.0,56.0,13.0,39.0,52.0,9.0,56.0
424,2018-03-17,21.0,,10.0,5.0,21.0,82.0,3.0,35.0,53.0,9.0,28.0
425,2018-03-18,17.0,,4.0,8.0,10.0,51.0,3.0,6.0,26.0,6.0,49.0
426,2018-03-19,38.0,,22.0,21.0,27.0,67.0,10.0,12.0,42.0,10.0,35.0
427,2018-03-20,29.0,,18.0,18.0,29.0,60.0,5.0,25.0,70.0,7.0,46.0
428,2018-03-21,46.0,,13.0,16.0,27.0,76.0,5.0,37.0,46.0,15.0,50.0
429,2018-03-22,37.0,,19.0,11.0,21.0,70.0,42.0,31.0,51.0,9.0,51.0
430,2018-03-23,31.0,,18.0,11.0,33.0,52.0,22.0,26.0,40.0,16.0,39.0
431,2018-03-24,25.0,,9.0,5.0,13.0,53.0,9.0,36.0,4.0,4.0,19.0
432,2018-03-25,24.0,,2.0,11.0,11.0,59.0,6.0,42.0,45.0,9.0,43.0
433,2018-03-26,42.0,,22.0,26.0,29.0,61.0,31.0,18.0,70.0,12.0,46.0
434,2018-03-27,45.0,,18.0,21.0,20.0,51.0,18.0,31.0,47.0,12.0,42.0
435,2018-03-28,41.0,,30.0,22.0,16.0,57.0,16.0,63.0,24.0,6.0,47.0
436,2018-03-29,47.0,,16.0,22.0,29.0,62.0,22.0,33.0,25.0,13.0,60.0
437,2018-03-30,40.0,,11.0,10.0,17.0,72.0,11.0,49.0,13.0,6.0,30.0
438,2018-03-31,19.0,,4.0,9.0,19.0,58.0,3.0,36.0,27.0,13.0,22.0
439,2018-04-01,26.0,,2.0,3.0,27.0,45.0,3.0,15.0,23.0,8.0,27.0
440,2018-04-02,44.0,,18.0,28.0,26.0,64.0,22.0,92.0,54.0,12.0,47.0
441,2018-04-03,38.0,,13.0,11.0,22.0,57.0,26.0,30.0,66.0,16.0,58.0
442,2018-04-04,45.0,,19.0,16.0,18.0,74.0,18.0,43.0,50.0,18.0,62.0
443,2018-04-05,24.0,,24.0,11.0,11.0,65.0,8.0,25.0,75.0,12.0,68.0
444,2018-04-06,45.0,,17.0,26.0,20.0,50.0,17.0,27.0,50.0,17.0,69.0
445,2018-04-07,25.0,,4.0,9.0,11.0,56.0,0.0,51.0,32.0,9.0,32.0
446,2018-04-08,36.0,,5.0,10.0,10.0,58.0,0.0,35.0,18.0,5.0,19.0
447,2018-04-09,36.0,,21.0,27.0,30.0,52.0,5.0,18.0,54.0,14.0,50.0
448,2018-04-10,46.0,,20.0,9.0,29.0,70.0,21.0,55.0,50.0,18.0,60.0
449,2018-04-11,52.0,,16.0,21.0,18.0,58.0,15.0,18.0,54.0,10.0,81.0
450,2018-04-12,33.0,,22.0,12.0,21.0,56.0,13.0,68.0,43.0,18.0,61.0
451,2018-04-13,34.0,,21.0,14.0,22.0,54.0,8.0,26.0,69.0,8.0,52.0
452,2018-04-14,32.0,,5.0,5.0,13.0,70.0,9.0,50.0,41.0,5.0,39.0
453,2018-04-15,19.0,,6.0,5.0,3.0,70.0,0.0,14.0,18.0,4.0,24.0
454,2018-04-16,42.0,,19.0,6.0,11.0,59.0,10.0,18.0,58.0,15.0,41.0
455,2018-04-17,41.0,,30.0,21.0,16.0,70.0,23.0,43.0,74.0,9.0,44.0
456,2018-04-18,36.0,,18.0,26.0,21.0,71.0,11.0,38.0,59.0,12.0,57.0
457,2018-04-19,27.0,,26.0,11.0,26.0,55.0,19.0,31.0,68.0,10.0,54.0
458,2018-04-20,30.0,,13.0,10.0,36.0,70.0,14.0,19.0,16.0,13.0,68.0
459,2018-04-21,16.0,,8.0,16.0,24.0,52.0,0.0,22.0,14.0,8.0,42.0
460,2018-04-22,25.0,,1.0,5.0,24.0,50.0,12.0,7.0,50.0,6.0,36.0
461,2018-04-23,53.0,,17.0,14.0,27.0,93.0,10.0,30.0,54.0,18.0,60.0
462,2018-04-24,35.0,,15.0,21.0,7.0,59.0,3.0,36.0,53.0,9.0,66.0
463,2018-04-25,40.0,,11.0,14.0,20.0,73.0,13.0,50.0,66.0,16.0,59.0
464,2018-04-26,25.0,,11.0,14.0,23.0,57.0,13.0,31.0,63.0,7.0,38.0
465,2018-04-27,36.0,,15.0,19.0,24.0,55.0,8.0,27.0,42.0,10.0,38.0
466,2018-04-28,29.0,,9.0,9.0,16.0,57.0,6.0,29.0,32.0,12.0,20.0
467,2018-04-29,19.0,,6.0,11.0,18.0,53.0,0.0,29.0,27.0,4.0,17.0
468,2018-04-30,27.0,,17.0,13.0,16.0,79.0,8.0,13.0,68.0,10.0,41.0
469,2018-05-01,51.0,,19.0,24.0,19.0,57.0,22.0,26.0,33.0,16.0,42.0
470,2018-05-02,42.0,,29.0,8.0,16.0,52.0,8.0,25.0,62.0,16.0,52.0
471,2018-05-03,48.0,1.0,18.0,28.0,22.0,65.0,7.0,30.0,62.0,10.0,56.0
472,2018-05-04,47.0,1.0,25.0,17.0,21.0,55.0,14.0,35.0,40.0,11.0,60.0
473,2018-05-05,25.0,1.0,8.0,10.0,20.0,53.0,4.0,28.0,19.0,7.0,38.0
474,2018-05-06,23.0,1.0,7.0,5.0,11.0,49.0,3.0,11.0,17.0,6.0,22.0
475,2018-05-07,39.0,1.0,13.0,19.0,19.0,60.0,11.0,22.0,45.0,6.0,48.0
476,2018-05-08,31.0,1.0,21.0,21.0,22.0,64.0,8.0,57.0,74.0,11.0,54.0
477,2018-05-09,33.0,1.0,19.0,23.0,38.0,61.0,15.0,10.0,54.0,16.0,54.0
478,2018-05-10,32.0,1.0,22.0,19.0,26.0,67.0,11.0,37.0,49.0,12.0,60.0
479,2018-05-11,23.0,1.0,24.0,18.0,24.0,61.0,10.0,43.0,39.0,9.0,65.0
480,2018-05-12,20.0,1.0,14.0,13.0,16.0,59.0,6.0,50.0,21.0,8.0,25.0
481,2018-05-13,18.0,1.0,10.0,10.0,17.0,62.0,5.0,35.0,26.0,10.0,30.0
482,2018-05-14,27.0,1.0,13.0,20.0,25.0,69.0,15.0,34.0,79.0,14.0,39.0
483,2018-05-15,32.0,1.0,12.0,16.0,18.0,61.0,11.0,16.0,41.0,12.0,60.0
484,2018-05-16,31.0,1.0,30.0,19.0,25.0,64.0,7.0,30.0,33.0,12.0,57.0
485,2018-05-17,31.0,1.0,16.0,12.0,32.0,58.0,6.0,44.0,40.0,6.0,56.0
486,2018-05-18,27.0,1.0,19.0,14.0,12.0,61.0,12.0,36.0,37.0,14.0,50.0
487,2018-05-19,35.0,1.0,8.0,8.0,20.0,66.0,2.0,16.0,31.0,8.0,27.0
488,2018-05-20,20.0,1.0,9.0,8.0,13.0,59.0,7.0,11.0,26.0,4.0,32.0
489,2018-05-21,29.0,1.0,18.0,18.0,28.0,59.0,7.0,14.0,46.0,8.0,52.0
490,2018-05-22,31.0,1.0,23.0,22.0,27.0,68.0,15.0,20.0,66.0,11.0,44.0
491,2018-05-23,21.0,1.0,20.0,23.0,29.0,71.0,14.0,16.0,46.0,8.0,75.0
492,2018-05-24,21.0,1.0,19.0,25.0,25.0,62.0,17.0,31.0,49.0,13.0,63.0
493,2018-05-25,25.0,1.0,28.0,19.0,28.0,61.0,16.0,57.0,27.0,6.0,46.0
494,2018-05-26,21.0,1.0,15.0,9.0,19.0,61.0,9.0,20.0,21.0,5.0,18.0
495,2018-05-27,11.0,1.0,7.0,17.0,13.0,56.0,5.0,39.0,24.0,3.0,23.0
496,2018-05-28,19.0,1.0,7.0,11.0,34.0,54.0,3.0,31.0,63.0,6.0,40.0
497,2018-05-29,35.0,1.0,18.0,16.0,27.0,76.0,21.0,16.0,49.0,7.0,48.0
498,2018-05-30,22.0,1.0,21.0,13.0,17.0,53.0,21.0,42.0,43.0,5.0,61.0
499,2018-05-31,22.0,1.0,15.0,19.0,26.0,65.0,11.0,34.0,73.0,6.0,50.0
500,2018-06-01,18.0,1.0,26.0,19.0,34.0,75.0,14.0,21.0,42.0,5.0,100.0
501,2018-06-02,19.0,1.0,9.0,16.0,31.0,65.0,5.0,31.0,17.0,5.0,26.0
502,2018-06-03,16.0,1.0,7.0,7.0,14.0,67.0,0.0,38.0,52.0,3.0,28.0
503,2018-06-04,26.0,1.0,20.0,19.0,27.0,70.0,7.0,13.0,41.0,12.0,44.0
504,2018-06-05,31.0,1.0,18.0,20.0,60.0,67.0,8.0,16.0,63.0,14.0,54.0
505,2018-06-06,23.0,1.0,24.0,20.0,43.0,72.0,10.0,52.0,45.0,8.0,70.0
506,2018-06-07,34.0,1.0,23.0,13.0,46.0,72.0,10.0,58.0,54.0,8.0,51.0
507,2018-06-08,20.0,1.0,22.0,14.0,30.0,58.0,7.0,28.0,33.0,10.0,50.0
508,2018-06-09,13.0,1.0,7.0,7.0,36.0,57.0,5.0,35.0,26.0,10.0,16.0
509,2018-06-10,17.0,1.0,8.0,11.0,22.0,65.0,0.0,30.0,32.0,7.0,21.0
510,2018-06-11,23.0,1.0,27.0,22.0,34.0,62.0,19.0,26.0,70.0,16.0,68.0
511,2018-06-12,30.0,1.0,22.0,14.0,38.0,79.0,6.0,65.0,58.0,10.0,56.0
512,2018-06-13,26.0,1.0,17.0,16.0,34.0,73.0,5.0,34.0,36.0,17.0,67.0
513,2018-06-14,24.0,1.0,23.0,12.0,24.0,67.0,8.0,73.0,40.0,11.0,60.0
514,2018-06-15,24.0,1.0,24.0,14.0,18.0,59.0,13.0,13.0,37.0,11.0,55.0
515,2018-06-16,16.0,1.0,8.0,9.0,20.0,55.0,0.0,31.0,24.0,3.0,33.0
516,2018-06-17,15.0,1.0,3.0,13.0,26.0,38.0,0.0,23.0,34.0,13.0,19.0
517,2018-06-18,28.0,1.0,18.0,13.0,40.0,47.0,7.0,56.0,28.0,14.0,40.0
518,2018-06-19,28.0,1.0,25.0,17.0,36.0,60.0,5.0,29.0,64.0,11.0,58.0
519,2018-06-20,23.0,1.0,17.0,16.0,62.0,53.0,8.0,14.0,47.0,14.0,53.0
520,2018-06-21,25.0,1.0,20.0,22.0,45.0,70.0,9.0,23.0,36.0,10.0,43.0
521,2018-06-22,21.0,1.0,21.0,15.0,48.0,49.0,10.0,20.0,69.0,10.0,48.0
522,2018-06-23,11.0,1.0,6.0,19.0,27.0,61.0,6.0,41.0,15.0,5.0,24.0
523,2018-06-24,13.0,1.0,4.0,4.0,22.0,50.0,5.0,8.0,12.0,4.0,26.0
524,2018-06-25,28.0,1.0,10.0,11.0,63.0,59.0,7.0,19.0,34.0,14.0,44.0
525,2018-06-26,25.0,1.0,12.0,17.0,41.0,59.0,8.0,37.0,56.0,16.0,62.0
526,2018-06-27,31.0,1.0,14.0,19.0,47.0,42.0,9.0,49.0,39.0,10.0,57.0
527,2018-06-28,36.0,1.0,20.0,19.0,43.0,58.0,10.0,43.0,61.0,7.0,60.0
528,2018-06-29,25.0,1.0,18.0,19.0,46.0,71.0,7.0,11.0,40.0,9.0,57.0
529,2018-06-30,15.0,1.0,4.0,8.0,31.0,63.0,0.0,29.0,27.0,7.0,22.0
530,2018-07-01,15.0,1.0,4.0,4.0,40.0,51.0,2.0,12.0,13.0,4.0,24.0
531,2018-07-02,19.0,1.0,13.0,13.0,43.0,46.0,6.0,53.0,64.0,8.0,40.0
532,2018-07-03,21.0,1.0,22.0,14.0,34.0,67.0,18.0,13.0,46.0,11.0,54.0
533,2018-07-04,10.0,1.0,5.0,12.0,39.0,73.0,0.0,28.0,28.0,10.0,41.0
534,2018-07-05,22.0,1.0,9.0,15.0,60.0,65.0,4.0,6.0,54.0,8.0,52.0
535,2018-07-06,23.0,1.0,21.0,18.0,48.0,69.0,18.0,57.0,37.0,9.0,44.0
536,2018-07-07,14.0,1.0,4.0,8.0,31.0,55.0,2.0,38.0,33.0,8.0,30.0
